
Code;Text
MS01CC01;diclofenac and anti-infectives
MS01CC02;indomethacin and anti-infectives
MS01E;antiglaucoma agents and miotics
MS01EA;sympathomimetics for glaucoma treatment
MS01EA01;adrenaline
MS01EA02;dipivefrin
MS01EA03;apraclonidine
MS01EA04;clonidine
MS01EA05;brimonidine
MS01EA51;adrenaline, combinations
MS01EA55;brimonidine and ripasudil
MS01EB;parasympathomimetics
MS01EB01;pilocarpine
MS01EB02;carbachol
MS01EB03;ecothiopath
MS01EB04;demecarium
MS01EB05;physostigmine
MS01EB06;neostigmine
MS01EB07;fluostigmine
MS01EB08;aceclidine
MS01EB09;acetylcholine
MS01EB10;paraoxon
MS01EB51;pilocarpine, combinations
MS01EB58;aceclidine, combinations
MS01EC;carbonic anhydrase inhibitors
MS01EC01;acetazolamide
MS01EC02;diclofenamide
MS01EC03;dorzolamide
MS01EC04;brinzolamide
MS01EC05;methazolamide
MS01EC54;brinzolamide, combinations
MS01ED;beta-blockers
MS01ED01;timolol
MS01ED02;betaxolol
MS01ED03;levobunolol
MS01ED04;metipranolol
MS01ED05;carteolol
MS01ED06;befunolol
MS01ED51;timolol, combinations
MS01ED52;betaxolol, combinations
MS01ED54;metipranolol, combinations
MS01ED55;carteolol, comb.
MS01EE;prostaglandin analogues
MS01EE01;latanoprost
MS01EE02;unoprostone
MS01EE03;bimatoprost
MS01EE04;travoprost
MS01EE05;tafluprost
MS01EE06;latanoprostenbunod
MS01EE51;latanoprost and netarsudil
MS01EE52;latanoprost and dorzolamide
MS01EX;other antiglaucoma agents
MS01EX01;guanethidine
MS01EX02;dapiprazole
MS01EX05;netarsudil
MS01EX06;omidenepag
MS01EX07;ripasudil
MS01F;mydriatics and cycloplegics
MS01FA;anticholinergics
MS01FA01;atropine
MS01FA02;scopolamine
MS01FA03;methylscopolamine
MS01FA04;cyclopentolate
MS01FA05;homatropine
MS01FA06;tropicamide
MS01FA54;cyclopentolate, combinations
MS01FA56;tropicamide, combinations
MS01FB;sympathomimetics excl. antiglaucoma agents
MS01FB01;phenylephrine
MS01FB02;ephedrine
MS01FB03;ibopamine
MS01FB51;phenylephrine and ketorolac
MS01G;decongestants and antiallergics
MS01GA;sympathomimetics used as decongestants
MS01GA01;naphazoline
MS01GA02;tetryzoline
MS01GA03;xylometazoline
MS01GA04;oxymetazoline
MS01GA05;phenylephrine
MS01GA06;oxedrine
MS01GA07;brimonidine
MS01GA51;naphazoline, combinations
MS01GA52;tetryzoline, combinations
MS01GA53;xylometazoline, combinations
MS01GA55;phenylephrine, combinations
MS01GA56;oxedrine, combinations
MS01GX;other antiallergics
MS01GX01;cromoglycic acid
MS01GX02;levocabastine
MS01GX03;sphaluminic acid
MS01GX04;nedocromil
MS01GX05;lodoxamide
MS01GX06;emedastine
MS01GX07;azelastine
MS01GX08;ketotifen
MS01GX09;olopatadine
MS01GX10;epinastine
MS01GX11;alcaftadine
MS01GX12;cetirizine
MS01GX13;bilastine
MS01GX51;cromoglycic acid, combinations
MS01H;local anesthetics
MS01HA;local anesthetics
MS01HA01;cocaine
MS01HA02;oxybuprocaine
MS01HA03;tetracaine
MS01HA04;proxymetacaine
MS01HA05;procaine
MS01HA06;cinchocaine
MS01HA07;lidocaine
MS01HA08;chloroprocaine
MS01HA30;combinations of local anesthetics
MS01J;diagnostics
MS01JA;dyes
MS01JA01;fluorescein
MS01JA02;rose bengal sodium
MS01JA51;fluorescein, combinations
MS01JX;other ophthalmological diagnostics
MS01K;surgical aids
MS01KA;viscoelastic substances
MS01KA01;hyaluronic acid
MS01KA02;hypromellose
MS01KA51;hyaluronic acid, combinations
MS01KX;other surgical aids
MS01KX01;chymotrypsin
MS01KX02;trypan blue
MS01L;agents for ocular vascular disorders
MS01LA;antineovascularization agents
MS01LA01;verteporfin
MS01LA02;anecortav
MS01LA03;pegaptanib
MS01LA04;ranibizumab
MS01LA05;aflibercept
MS01LA06;brolucizumab
MS01LA07;abiciparpegol
MS01LA08;bevacizumab
MS01LA09;faricimab
MS01X;other ophthalmological agents
MS01XA;other ophthalmological agents
MS01XA01;guaiazulene
MS01XA02;retinol
MS01XA03;sodium chloride, hypertonic
MS01XA04;potassium iodide
MS01XA05;sodium edetate
MS01XA06;ethylmorphine
MS01XA07;alum
MS01XA08;acetylcysteine
MS01XA09;iodoheparinate
MS01XA10;inosine
MS01XA11;nandrolone
MS01XA12;dexpanthenol
MS01XA13;alteplase
MS01XA14;heparin
MS01XA15;ascorbic acid
MS01XA18;ciclosporin
MS01XA19;limbal stem cells, autologous
MS01XA20;artificial tears and other inert agents
MS01XA21;mercaptamine
MS01XA22;ocriplasmin
MS01XA23;sirolimus
MS01XA24;cenegermin
MS01XA25;lifitegrast
MS01XA26;riboflavin
MS01XA27;voretigenneparvovec
MS01XA28;varenicline
MS01XA29;sepofarsen
MS01XA31;pegcetacoplan
MS01XA32;avacincaptad pegol
MS01XA33;diquafosol
MS02;otologic
MS02A;anti-infectives
MS02AA;anti-infectives
MS02AA01;chloramphenicol
MS02AA02;nitrofural
MS02AA03;boric acid
MS02AA04;aluminum acetotartrate
MS02AA05;clioquinol
MS02AA06;hydrogen peroxide
MS02AA07;neomycin
MS02AA08;tetracycline
MS02AA09;chlorhexidine
MS02AA10;acetic acid
MS02AA11;polymyxin B
MS02AA12;rifamycin
MS02AA13;miconazole
MS02AA14;gentamicin
MS02AA15;ciprofloxacin
MS02AA16;ofloxacin
MS02AA17;fosfomycin
MS02AA18;cefmenoxime
MS02AA30;anti-infectives, combinations
MS02B;corticosteroids
MS02BA;corticosteroids
MS02BA01;hydrocortisone
MS02BA03;prednisolone
MS02BA06;dexamethasone
MS02BA07;betamethasone
MS02BA08;fluocinolone acetonide
MS02C;corticosteroids and anti-infectives in combination
MS02CA;corticosteroids and anti-infectives in combination
MS02CA01;prednisolone and anti-infectives
MS02CA02;flumethasone and anti-infectives
MS02CA03;hydrocortisone and anti-infectives
MS02CA04;triamcinolone and anti-infectives
MS02CA05;fluocinolone acetonide and anti-infectives
MS02CA06;dexamethasone and anti-infectives
MS02CA07;fludrocortisone and anti-infectives
MS02D;other otologics
MS02DA;analgesics and anesthetics
MS02DA01;lidocaine
MS02DA02;cocaine
MS02DA03;phenazone
MS02DA04;cinchocaine
MS02DA30;combinations of analgesics and anesthetics
MS02DC;indifferent preparations
MS03;ophthalmology and otology
MS03A;anti-infectives
MS03AA;anti-infectives
MS03AA01;neomycin
MS03AA02;tetracycline
MS03AA03;polymyxin B
MS03AA04;chlorhexidine
MS03AA05;hexamidine
MS03AA06;gentamicin
MS03AA07;ciprofloxacin
MS03AA08;chloramphenicol
MS03AA30;anti-infectives, combinations
MS03B;corticosteroids
MS03BA;corticosteroids
MS03BA01;dexamethasone
MS03BA02;prednisolone
MS03BA03;betamethasone
MS03C;corticosteroids and anti-infectives in combination
MS03CA;corticosteroids and anti-infectives in combination
MS03CA01;dexamethasone and anti-infectives
MS03CA02;prednisolone and anti-infectives
MS03CA04;hydrocortisone and anti-infectives
MS03CA05;fludrocortisone and anti-infectives
MS03CA06;betamethasone and anti-infectives
MS03CA07;methylprednisolone and anti-infectives
MS03D;other ophthalmology and otology
MV;Miscellaneous
MV01;allergens
MV01A;allergens
MV01AA;allergen extracts
MV01AA01;allergen extract from feathers
MV01AA02;allergen extract from grass pollen
MV01AA03;allergen extract from house dust mites
MV01AA04;allergen extract from mold and yeast
MV01AA05;allergen extract from tree pollen
MV01AA07;allergen extract from insects
MV01AA08;allergen extract from food
MV01AA09;allergen extract from textiles
MV01AA10;allergen extract from flowers
MV01AA11;animal allergen extract
MV01AA20;various allergen extracts
MV03;all other therapeutic products
MV03A;all other therapeutic products
MV03AB;antidotes
MV03AB01;ipecacuanha
MV03AB02;nalorphine
MV03AB03;edetat
MV03AB04;pralidoxime
MV03AB05;prednisolone and promethazine
MV03AB06;thiosulfate
MV03AB08;sodium nitrite
MV03AB09;dimercaprol
MV03AB13;obidoxime
MV03AB14;protamine
MV03AB15;naloxone
MV03AB16;ethanol
MV03AB17;methylthionine chloride
MV03AB18;potassium permanganate
MV03AB19;physostigmine
MV03AB20;copper sulfate
MV03AB21;potassium iodide
MV03AB22;amyl nitrite
MV03AB23;acetylcysteine
MV03AB24;digitalis antitoxin
MV03AB25;flumazenil
MV03AB26;DL-methionine
MV03AB27;4-dimethylaminophenol
MV03AB29;cholinesterase
MV03AB31;Perlin blue
MV03AB32;glutathione
MV03AB33;hydroxocobalamin
MV03AB34;fomepizole
MV03AB35;sugammadex
MV03AB36;phentolamine
MV03AB37;idarucizumab
MV03AB38;andexanet alfa
MV03AB54;pralidoxime and atropine
MV03AC;iron-chelating agents
MV03AC01;deferoxamine
MV03AC02;deferiprone
MV03AC03;deferasirox
MV03AE;agents for the treatment of hyperkalemia and hyperphosphatemia
MV03AE01;polystyrene sulfonate
MV03AE02;sevelamer
MV03AE03;lanthanum carbonate
MV03AE04;calcium acetate and magnesium carbonate
MV03AE05;sucroferricoxyhydroxide
MV03AE06;colestilan
MV03AE07;calcium acetate
MV03AE08;ferricitrate
MV03AE09;patiromercalcium
MV03AE10;sodium zirconium cyclosilicate
MV03AF;detoxifying agents for cytostatic treatment
MV03AF01;mesna
MV03AF02;dexrazoxane
MV03AF03;calcium folinate
MV03AF04;calcium levofolinate
MV03AF05;amifostine
MV03AF06;sodium folinate
MV03AF07;rasburicase
MV03AF08;palifermin
MV03AF09;glucarpidase
MV03AF10;sodium levofolinate
MV03AF11;arginine and lysine
MV03AF12;trilaciclib
MV03AG;agents for the treatment of hypercalcemia
MV03AG01;sodium cellulose phosphate
MV03AG05;sodium phosphate
MV03AH;agents for the treatment of hypoglycemia
MV03AH01;diazoxide
MV03AK;tissue adhesives
MV03AM;anti-embolism agents
MV03AN;medical gases
MV03AN01;oxygen
MV03AN02;carbon dioxide
MV03AN03;helium
MV03AN04;nitrogen
MV03AN05;medical air
MV03AX;other therapeutic products
MV03AX02;nalfurafine
MV03AX03;cobicistat
MV03AX04;difelikefalin
MV03AZ;nerve depressants
MV03AZ01;ethanol
MV04;diagnostics
MV04B;urine tests
MV04C;other diagnostics
MV04CA;tests for diabetes
MV04CA01;tolbutamide
MV04CA02;glucose
MV04CB;fat absorption tests
MV04CB01;vitamin A concentrates
MV04CC;tests for bile duct patency
MV04CC01;sorbitol
MV04CC02;magnesium sulfate
MV04CC03;sincalid
MV04CC04;cerule time
MV04CD;tests for pituitary function
MV04CD01;metyrapone
MV04CD03;sermorelin
MV04CD04;corticoliberin
MV04CD05;somatorelin
MV04CD06;macimorelin
MV04CE;liver function capacity tests
MV04CE01;galactose
MV04CE02;sulfobromphthalein
MV04CE03;methacetin (13-C)
MV04CF;tuberculosis diagnostics
MV04CF01;tuberculin
MV04CG;tests for gastric secretion
MV04CG01;cation exchangers
MV04CG02;betazol
MV04CG03;histamine phosphate
MV04CG04;pentagastrin
MV04CG05;methylthionine chloride
MV04CG30;caffeine and sodium benzoate
MV04CH;tests for kidney function and ureteral lesions
MV04CH01;inulin and other polyfructosans
MV04CH02;indigo carmine
MV04CH03;phenolsulphonphthalein
MV04CH04;alsactide
MV04CH30;aminohippuric acid
MV04CJ;tests for thyroid function
MV04CJ01;thyrotrophin
MV04CJ02;protirelin
MV04CK;tests for pancreatic function
MV04CK01;secretin
MV04CK02;pancreozymin (cholecystokinin)
MV04CK03;bentiromid
MV04CL;tests for allergic diseases
MV04CM;tests for fertility disorders
MV04CM01;gonadorelin
MV04CX;other diagnostics
MV04CX01;indocyanine green
MV04CX02;folic acid
MV04CX03;methacholine
MV04CX04;mannitol
MV04CX05;13-C-urea
MV04CX06;hexaminolevulinate
MV04CX07;edrophonium
MV04CX08;carbon monoxide
MV04CX09;patent blue
MV04CX10;pafolacyanin
MV04CX11;lithium chloride
MV04CX12;xenon
MV04CX13;pegulicianin
MV06;general nutrients
MV06A;dietary preparations for the treatment of obesity
MV06AA;low-energy diets
MV06B;protein supplement
MV06C;preparations for infants
MV06CA;nutrients without phenylalanine
MV06D;other nutritional supplements
MV06DA;carbohydrate/protein/mineral/vitamin, comb.
MV06DB;fat/carbohydrate/protein/mineral/vitamin, comb.
MV06DC;carbohydrates
MV06DC01;glucose
MV06DC02;fructose
MV06DD;amino acids,incl. combinations with polypeptides
MV06DE;amino acids/carbohydrate/mineral/vitamin, comb.
MV06DF;milk substitutes
MV06DX;other combinations of nutrients
MV07;all other non-therapeutic products
MV07A;all other non-therapeutic products
MV07AA;patches
MV07AB;solvents and thinners, incl. rinsing fluids
MV07AC;blood transfusion, auxiliary products
MV07AD;blood tests, ancillary products
MV07AN;incontinence equipment
MV07AR;sensitivity tests, disk and tablets
MV07AS;ostomy equipment
MV07AT;cosmetics
MV07AV;technical disinfectants
MV07AX;washing agents etc.
MV07AY;other non-therapeutic auxiliary products
MV07AZ;chemicals and reagents for analytical use
MV08;contrast agents
MV08A;X-ray contrast agents, iodinated
MV08AA;water doppler, nephrotropic, high osmotic x-ray contrast agent.
MV08AA01;diatrizoic acid
MV08AA02;metrizoic acid
MV08AA03;iodamide
MV08AA04;iothalamic acid
MV08AA05;ioxytalamic acid
MV08AA06;ioglycic acid
MV08AA07;acetrizoic acid
MV08AA08;iocarmic acid
MV08AA09;methiodal
MV08AA10;diodon
MV08AB;water doppler, nephrotropic, lavasm. x-ray contrast agent.
MV08AB01;metrizamide
MV08AB02;iohexol
MV08AB03;ioxaglic acid
MV08AB04;iopamidol
MV08AB05;iopromide
MV08AB06;iotrolan
MV08AB07;ioversol
MV08AB08;iopentol
MV08AB09;iodixanol
MV08AB10;iomeprol
MV08AB11;iobitridol
MV08AB12;ioxilan
MV08AC;water-soluble, hepatotropic X-ray contrast agents.
MV08AC01;iodoxamic acid
MV08AC02;iotroxic acid
MV08AC03;ioglycamic acid
MV08AC04;adipiodon
MV08AC05;iobenzamic acid
MV08AC06;iopanoic acid
MV08AC07;iocetamic acid
MV08AC08;sodium iopodate
MV08AC09;tyropanoic acid
MV08AC10;calcium iopodate
MV08AD;non-water-soluble X-ray contrast agents
MV08AD01;ethyl esters of iodinated fatty acids
MV08AD02;iopydol
MV08AD03;propyliodone
MV08AD04;iophendylate
MV08B;X-ray contrast agents, non-iodinated
MV08BA;barium sulfate-containing X-ray contrast agents
MV08BA01;barium sulfate with suspending agents
MV08BA02;barium sulfate without suspending agents
MV08C;contrast agents for magnetic resonance imaging
MV08CA;paramagnetic contrast agents
MV08CA01;gadopentetic acid
MV08CA02;gadoterinic acid
MV08CA03;gadodiamide
MV08CA04;gadoteridol
MV08CA05;mangafodipir
MV08CA06;gadoversetamide
MV08CA07;ferriammonium citrate
MV08CA08;gadobenic acid
MV08CA09;gadobutrol
MV08CA10;gadoxetine acid
MV08CA11;gadofosveset
MV08CA12;gadopiclenol
MV08CB;superparamagnetic contrast agents
MV08CB01;ferumoxsil
MV08CB02;ferristone
MV08CB03;iron oxide, nanoparticles
MV08CX;other contrast agents for magnetic resonance imaging
MV08CX01;perflubron
MV08D;ultrasound contrast agents
MV08DA;ultrasound contrast agents
MV08DA01;perflutren, human albumin microspheres
MV08DA02;galactose microparticles
MV08DA03;perflenapent
MV08DA04;perflutren, phospholipid microspheres
MV08DA05;sulfur hexafluoride, phospholipid microspheres
MV08DA06;perflubutane, phospholipid microspheres
MV09;radiopharmaceuticals for diagnostic use
MV09A;central nervous system
MV09AA;technetium(99m-Tc) compounds
MV09AA01;technetium(99m-Tc)-examethazim
MV09AA02;technetium(99m-Tc)-bisate
MV09AB;iodine(123-I) compounds
MV09AB01;iodo(123-I)-iophetamine
MV09AB02;iodo(123-I)-iolopride
MV09AB03;iodo(123-I)-ioflupane
MV09AX;other diagnostic radiopharmaceuticals for the central nervous system
MV09AX01;indium(111-In)-pentetate
MV09AX03;iodo (124-I) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane
MV09AX04;flutemetamol (18-F)
MV09AX05;florbetapir (18-F)
MV09AX06;florbetaben (18-F)
MV09AX07;flortaucipir (18-F)
MV09B;skeleton
MV09BA;technetium(99m-Tc) compounds
MV09BA01;technetium(99m-Tc)-oxidronate
MV09BA02;technetium(99m-Tc)-medronate
MV09BA03;technetium(99m-Tc)-pyrophosphate
MV09BA04;technetium(99m-Tc)-diphosphonepropanedicarboxylic acid
MV09C;renal system
MV09CA;technetium(99m-Tc) compounds
MV09CA01;technetium(99m-Tc)-pentetate
MV09CA02;technetium(99m-Tc)-succimer
MV09CA03;technetium(99m-Tc)-mertiatide
MV09CA04;technetium(99m-Tc)-glucoheptonate
MV09CA05;technetium(99m-Tc)-gluconate
MV09CA06;technetium (99m-Tc) ethylenedicysteine
MV09CX;other diagnostic radiopharmaceuticals for renal system
MV09CX01;iodine(123-I)-iodohippurate
MV09CX02;iodine(131-I)-iodohippurate
MV09CX03;iodo(125-I)-iothalamate
MV09CX04;chromium(51-Cr)-edetate
MV09D;hepatic and reticuloendothelial system
MV09DA;technetium(99m-Tc) compounds
MV09DA01;technetium(99m-Tc)-disofenine
MV09DA02;technetium(99m-Tc)-etiphenine
MV09DA03;technetium(99m-Tc)-lidofenine
MV09DA04;technetium(99m-Tc)-mebrophenine
MV09DA05;technetium(99m-Tc)-galtifenine
MV09DB;technetium(99m-Tc), particles and colloids
MV09DB01;technetium(99m-Tc)-nanocolloid
MV09DB02;technetium(99m-Tc) microcolloid
MV09DB03;technetium(99m-Tc) millimicrospheres
MV09DB04;technetium(99m-Tc)-tin colloid
MV09DB05;technetium(99m-Tc)-sulfur-colloid
MV09DB06;technetium(99m-Tc)-rhenium sulfide colloid
MV09DB07;technetium(99m-Tc)-phytate
MV09DX;other diag.radiopharma. for hep.and ret.endothelial.system
MV09DX01;selenium(75-Se)-tauroselcholic acid
MV09E;respiratory system
MV09EA;technetium(99m-Tc), inhalation
MV09EA01;technetium(99m-Tc)-pentetate
MV09EA02;technetium(99m-Tc)-technegas
MV09EA03;technetium(99m-Tc)-nanocolloid
MV09EB;technetium(99m-Tc), particles for injection
MV09EB01;technetium(99m-Tc)-macrosalb
MV09EB02;technetium(99m-Tc) microspheres
MV09EX;other diagnostic radiopharmaceuticals for the respiratory system
MV09EX01;krypton(81m-Kr) gas
MV09EX02;xenon(127-Xe) gas
MV09EX03;xenon(133-Xe) gas
MV09F;thyroid
MV09FX;various thyroid diagnostic radiopharmaceuticals
MV09FX01;technetium(99m-Tc)-pertechnetate
MV09FX02;iodine(123-I)-sodium iodide
MV09FX03;iodine(131-I)-sodium iodide
MV09FX04;sodium iodide(124-I)
MV09G;cardiovascular system
MV09GA;technetium(99m-Tc) compounds
MV09GA01;technetium(99m-Tc)-sestamibi
MV09GA02;technetium(99m-Tc)-tetrofosmin
MV09GA03;technetium(99m-Tc)-teboroxime
MV09GA04;technetium(99m-Tc)-human albumin
MV09GA05;technetium(99m-Tc)-furifosmin
MV09GA06;technetium(99m-Tc)-stanno-agent labeled cells
MV09GA07;technetium(99m-Tc)-apcitide
MV09GB;iodine(125-I) compounds
MV09GB01;iodine(125-I)-human fibrinogen
MV09GB02;iodine(125-I)-human albumin
MV09GX;other diagnostic radiopharmaceuticals for the cardiovascular system
MV09GX01;thallium(201-Tl) chloride
MV09GX02;indium(111-In)-imciromab
MV09GX03;chromium(51-Cr)-chromate labeled cells
MV09GX04;rubidium (82-Rb) chloride
MV09GX05;ammonia (13-N)
MV09H;inflammation and infection detection
MV09HA;technetium(99m-Tc) compounds
MV09HA01;technetium(99m-Tc)-human immunoglobulin
MV09HA02;technetium(99m-Tc)-exametazime labeled cells
MV09HA03;technetium(99m-Tc)-antigranulocyte antibody
MV09HA04;technetium(99m-Tc)-sulesomab
MV09HB;indium(111-In) compounds
MV09HB01;indium(111-In)-oxinate labeled cells
MV09HB02;indium(111-In)-tropolone labeled cells
MV09HX;other diagn.radiopharma.t.detect.of inflamm.and infect.
MV09HX01;gallium(67-Ga) citrate
MV09I;tumor detection
MV09IA;technetium(99m-Tc) compounds
MV09IA01;technetium(99m-Tc)-anticarcinoembryonic antigen antibody
MV09IA02;technetium(99m-Tc) anti-melanoma antibody
MV09IA03;technetium(99m-Tc)-pentavalent succimer
MV09IA04;technetium(99m-Tc)-votumumab
MV09IA05;technetium(99m-Tc)-depreotide
MV09IA06;technetium(99m-Tc)-arcitumomab
MV09IA07;technetium(99m-Tc)-hydrazine nicotinic acid-octreotide
MV09IA08;technetium(99m-Tc)-etarfolate
MV09IA09;technetium(99m-Tc)-tilmanocept
MV09IA10;technetium (99m-Tc)-tropholastat chloride
MV09IB;indium(111-In) compounds
MV09IB01;indium(111-In)-pentetreotide
MV09IB02;indium(111-In)-satumomabpendetide
MV09IB03;indium(111-In)-antiovarian carcinoma antibody
MV09IB04;indium(111-In)-capromabendite
MV09IX;other diagnostic radiopharmaceuticals for tumor detection
MV09IX01;iodo(123-I)-iobenguane
MV09IX02;iodo(131-I)-iobenguane
MV09IX03;iodine(125-I)-CC49 monoclonal antibody
MV09IX04;fludeoxyglucose(18-F)
MV09IX05;fluorodopa(18-F)
MV09IX06;sodium fluoride(18-F)
MV09IX07;fluorocholine (18f)
MV09IX08;fluoroethylcholine(18-F)
MV09IX09;gallium (68-Ga) edotreotide
MV09IX10;fluoroethyl-L-tyrosine (18-F)
MV09IX11;fluoroestradiol (18-F)
MV09IX12;fluciclovine (18-F)
MV09IX13;methionine (11-c)
MV09IX14;gallium (68-Ga) gozetotide
MV09IX15;copper (64-Cu) dotatate
MV09IX16;piflufolastat (18-F)
MV09IX17;fluorine (18-F) PSMA-1007
MV09IX18;flotufolastat(18-F)
MV09IX19;vidoflufolastat (18-F)
MV09X;other radiopharmaceuticals for diagnostic use
MV09XA;iodine(131-I) compounds
MV09XA01;iodo(131-I)-norcholesterol
MV09XA02;iodo(131-I)-19-cholesterol
MV09XA03;iodine(131-I)-human albumin
MV09XX;various radiopharmaceuticals for diagnostic use
MV09XX01;cobalt(57-Co)-cyanocobalamin
MV09XX02;cobalt(58-Co)-cyanocobalamin
MV09XX03;selenium(75-Se)-norcholesterol
MV09XX04;iron(59-Fe)-ferricitrate
MV10;radiopharmaceuticals for therapeutic use
MV10A;anti-inflammatory drugs
MV10AA;yttrium(90-Y) compounds
MV10AA01;yttrium(90-Y)-citrate colloid
MV10AA02;yttrium(90-Y)-ferric hydroxide colloid
